Zeit;Kanal A
(ms);(V)

-4,98782231;0,74956940
-4,98771831;0,74956940
-4,98761431;0,74956940
-4,98751031;0,74956940
-4,98740631;0,74956940
-4,98730231;0,74956940
-4,98719831;0,74956940
-4,98709431;0,74956940
-4,98699031;0,74956940
-4,98688631;0,79632130
-4,98678231;0,74956940
-4,98667831;0,74956940
-4,98657431;0,74956940
-4,98647031;0,74956940
-4,98636631;0,74956940
-4,98626231;0,74956940
-4,98615831;0,79632130
-4,98605431;0,74956940
-4,98595031;0,74956940
-4,98584631;0,74956940
-4,98574231;0,74956940
-4,98563831;0,74956940
-4,98553431;0,74956940
-4,98543031;0,74956940
-4,98532631;0,74956940
-4,98522231;0,74956940
-4,98511831;0,74956940
-4,98501431;0,74956940
-4,98491031;0,74956940
-4,98480631;0,74956940
-4,98470231;0,74956940
-4,98459831;0,74956940
-4,98449431;0,74956940
-4,98439031;0,74956940
-4,98428631;0,74956940
-4,98418231;0,74956940
-4,98407831;0,74956940
-4,98397431;0,74956940
-4,98387031;0,74956940
-4,98376631;0,79632130
-4,98366231;0,79632130
-4,98355831;0,74956940
-4,98345431;0,74956940
-4,98335031;0,74956940
-4,98324631;0,74956940
-4,98314231;0,74956940
-4,98303831;0,79632130
-4,98293431;0,74956940
-4,98283031;0,74956940
-4,98272631;0,79632130
-4,98262231;0,74956940
-4,98251831;0,74956940
-4,98241431;0,74956940
-4,98231031;0,74956940
-4,98220631;0,74956940
-4,98210231;0,74956940
-4,98199831;0,74956940
-4,98189431;0,74956940
-4,98179031;0,74956940
-4,98168631;0,74956940
-4,98158231;0,74956940
-4,98147831;0,74956940
-4,98137431;0,79632130
-4,98127031;0,74956940
-4,98116631;0,74956940
-4,98106231;0,74956940
-4,98095831;0,79632130
-4,98085431;0,74956940
-4,98075031;0,74956940
-4,98064631;0,74956940
-4,98054231;0,74956940
-4,98043831;0,74956940
-4,98033431;0,74956940
-4,98023031;0,74956940
-4,98012631;0,74956940
-4,98002231;0,74956940
-4,97991831;0,79632130
-4,97981431;0,74956940
-4,97971031;0,74956940
-4,97960631;0,74956940
-4,97950231;0,74956940
-4,97939831;0,74956940
-4,97929431;0,79632130
-4,97919031;0,74956940
-4,97908631;0,74956940
-4,97898231;0,74956940
-4,97887831;0,74956940
-4,97877431;0,74956940
-4,97867031;0,74956940
-4,97856631;0,74956940
-4,97846231;0,79632130
-4,97835831;0,79632130
-4,97825431;0,74956940
-4,97815031;0,74956940
-4,97804631;0,79632130
-4,97794231;0,74956940
-4,97783831;0,74956940
-4,97773431;0,74956940
-4,97763031;0,74956940
-4,97752631;0,74956940
-4,97742231;0,79632130
-4,97731831;0,74956940
-4,97721431;0,74956940
-4,97711031;0,74956940
-4,97700631;0,74956940
-4,97690231;0,79632130
-4,97679831;0,74956940
-4,97669431;0,79632130
-4,97659031;0,74956940
-4,97648631;0,74956940
-4,97638231;0,74956940
-4,97627831;0,74956940
-4,97617431;0,74956940
-4,97607031;0,74956940
-4,97596631;0,74956940
-4,97586231;0,74956940
-4,97575831;0,74956940
-4,97565431;0,74956940
-4,97555031;0,74956940
-4,97544631;0,74956940
-4,97534231;0,74956940
-4,97523831;0,74956940
-4,97513431;0,79632130
-4,97503031;0,74956940
-4,97492631;0,74956940
-4,97482231;0,74956940
-4,97471831;0,74956940
-4,97461431;0,79632130
-4,97451031;0,74956940
-4,97440632;0,74956940
-4,97430232;0,79632130
-4,97419832;0,74956940
-4,97409432;0,74956940
-4,97399032;0,79632130
-4,97388632;0,79632130
-4,97378232;0,74956940
-4,97367832;0,74956940
-4,97357432;0,74956940
-4,97347032;0,74956940
-4,97336632;0,74956940
-4,97326232;0,74956940
-4,97315832;0,74956940
-4,97305432;0,74956940
-4,97295032;0,74956940
-4,97284632;0,79632130
-4,97274232;0,74956940
-4,97263832;0,79632130
-4,97253432;0,74956940
-4,97243032;0,74956940
-4,97232632;0,74956940
-4,97222232;0,79632130
-4,97211832;0,74956940
-4,97201432;0,74956940
-4,97191032;0,79632130
-4,97180632;0,74956940
-4,97170232;0,74956940
-4,97159832;0,74956940
-4,97149432;0,74956940
-4,97139032;0,74956940
-4,97128632;0,74956940
-4,97118232;0,74956940
-4,97107832;0,79632130
-4,97097432;0,74956940
-4,97087032;0,74956940
-4,97076632;0,74956940
-4,97066232;0,79632130
-4,97055832;0,79632130
-4,97045432;0,74956940
-4,97035032;0,74956940
-4,97024632;0,74956940
-4,97014232;0,74956940
-4,97003832;0,74956940
-4,96993432;0,74956940
-4,96983032;0,74956940
-4,96972632;0,74956940
-4,96962232;0,74956940
-4,96951832;0,74956940
-4,96941432;0,74956940
-4,96931032;0,79632130
-4,96920632;0,79632130
-4,96910232;0,74956940
-4,96899832;0,79632130
-4,96889432;0,74956940
-4,96879032;0,74956940
-4,96868632;0,74956940
-4,96858232;0,74956940
-4,96847832;0,74956940
-4,96837432;0,74956940
-4,96827032;0,74956940
-4,96816632;0,74956940
-4,96806232;0,74956940
-4,96795832;0,74956940
-4,96785432;0,74956940
-4,96775032;0,74956940
-4,96764632;0,74956940
-4,96754232;0,74956940
-4,96743832;0,74956940
-4,96733432;0,74956940
-4,96723032;0,74956940
-4,96712632;0,74956940
-4,96702232;0,74956940
-4,96691832;0,79632130
-4,96681432;0,74956940
-4,96671032;0,74956940
-4,96660632;0,74956940
-4,96650232;0,74956940
-4,96639832;0,74956940
-4,96629432;0,74956940
-4,96619032;0,74956940
-4,96608632;0,74956940
-4,96598232;0,79632130
-4,96587832;0,79632130
-4,96577432;0,74956940
-4,96567032;0,74956940
-4,96556632;0,74956940
-4,96546232;0,74956940
-4,96535832;0,74956940
-4,96525432;0,74956940
-4,96515032;0,74956940
-4,96504632;0,74956940
-4,96494232;0,79632130
-4,96483832;0,79632130
-4,96473432;0,74956940
-4,96463032;0,74956940
-4,96452632;0,74956940
-4,96442232;0,74956940
-4,96431832;0,79632130
-4,96421432;0,79632130
-4,96411032;0,74956940
-4,96400632;0,74956940
-4,96390232;0,74956940
-4,96379832;0,74956940
-4,96369432;0,74956940
-4,96359032;0,74956940
-4,96348632;0,74956940
-4,96338232;0,79632130
-4,96327832;0,74956940
-4,96317432;0,79632130
-4,96307032;0,74956940
-4,96296632;0,74956940
-4,96286232;0,74956940
-4,96275832;0,74956940
-4,96265432;0,74956940
-4,96255032;0,74956940
-4,96244632;0,79632130
-4,96234232;0,74956940
-4,96223832;0,74956940
-4,96213432;0,74956940
-4,96203032;0,74956940
-4,96192632;0,74956940
-4,96182232;0,74956940
-4,96171832;0,74956940
-4,96161432;0,79632130
-4,96151032;0,74956940
-4,96140632;0,74956940
-4,96130232;0,74956940
-4,96119832;0,74956940
-4,96109432;0,79632130
-4,96099032;0,74956940
-4,96088632;0,74956940
-4,96078232;0,74956940
-4,96067832;0,74956940
-4,96057432;0,74956940
-4,96047032;0,79632130
-4,96036632;0,79632130
-4,96026232;0,74956940
-4,96015832;0,79632130
-4,96005432;0,74956940
-4,95995032;0,74956940
-4,95984632;0,74956940
-4,95974232;0,79632130
-4,95963832;0,74956940
-4,95953432;0,74956940
-4,95943032;0,74956940
-4,95932632;0,79632130
-4,95922232;0,74956940
-4,95911832;0,74956940
-4,95901432;0,74956940
-4,95891032;0,74956940
-4,95880632;0,79632130
-4,95870232;0,74956940
-4,95859832;0,74956940
-4,95849432;0,79632130
-4,95839032;0,74956940
-4,95828632;0,74956940
-4,95818232;0,74956940
-4,95807832;0,79632130
-4,95797432;0,74956940
-4,95787032;0,74956940
-4,95776632;0,74956940
-4,95766232;0,74956940
-4,95755832;0,74956940
-4,95745432;0,74956940
-4,95735032;0,74956940
-4,95724632;0,74956940
-4,95714232;0,79632130
-4,95703832;0,74956940
-4,95693432;0,74956940
-4,95683032;0,74956940
-4,95672632;0,74956940
-4,95662232;0,74956940
-4,95651832;0,74956940
-4,95641432;0,74956940
-4,95631032;0,74956940
-4,95620632;0,74956940
-4,95610232;0,79632130
-4,95599832;0,79632130
-4,95589432;0,74956940
-4,95579032;0,74956940
-4,95568632;0,74956940
-4,95558232;0,74956940
-4,95547832;0,74956940
-4,95537432;0,74956940
-4,95527032;0,79632130
-4,95516632;0,74956940
-4,95506232;0,74956940
-4,95495832;0,74956940
-4,95485432;0,74956940
-4,95475032;0,79632130
-4,95464632;0,74956940
-4,95454232;0,74956940
-4,95443832;0,74956940
-4,95433432;0,74956940
-4,95423032;0,79632130
-4,95412632;0,74956940
-4,95402232;0,74956940
-4,95391832;0,74956940
-4,95381432;0,74956940
-4,95371032;0,74956940
-4,95360632;0,74956940
-4,95350232;0,74956940
-4,95339832;0,74956940
-4,95329432;0,74956940
-4,95319032;0,74956940
-4,95308632;0,79632130
-4,95298232;0,74956940
-4,95287832;0,74956940
-4,95277432;0,74956940
-4,95267032;0,74956940
-4,95256632;0,74956940
-4,95246232;0,74956940
-4,95235832;0,74956940
-4,95225432;0,74956940
-4,95215032;0,74956940
-4,95204632;0,74956940
-4,95194232;0,74956940
-4,95183832;0,74956940
-4,95173432;0,74956940
-4,95163032;0,74956940
-4,95152632;0,74956940
-4,95142232;0,74956940
-4,95131832;0,79632130
-4,95121432;0,79632130
-4,95111032;0,74956940
-4,95100632;0,74956940
-4,95090232;0,74956940
-4,95079832;0,74956940
-4,95069432;0,74956940
-4,95059032;0,79632130
-4,95048632;0,74956940
-4,95038232;0,74956940
-4,95027832;0,74956940
-4,95017432;0,74956940
-4,95007032;0,74956940
-4,94996632;0,74956940
-4,94986232;0,74956940
-4,94975832;0,74956940
-4,94965432;0,74956940
-4,94955032;0,74956940
-4,94944632;0,74956940
-4,94934232;0,79632130
-4,94923832;0,74956940
-4,94913432;0,74956940
-4,94903032;0,74956940
-4,94892632;0,74956940
-4,94882232;0,74956940
-4,94871832;0,74956940
-4,94861432;0,74956940
-4,94851032;0,74956940
-4,94840632;0,74956940
-4,94830232;0,74956940
-4,94819832;0,74956940
-4,94809432;0,74956940
-4,94799032;0,74956940
-4,94788632;0,74956940
-4,94778232;0,74956940
-4,94767832;0,74956940
-4,94757432;0,74956940
-4,94747032;0,74956940
-4,94736632;0,74956940
-4,94726232;0,74956940
-4,94715832;0,74956940
-4,94705432;0,74956940
-4,94695032;0,74956940
-4,94684632;0,74956940
-4,94674232;0,70266360
-4,94663832;0,79632130
-4,94653432;0,74956940
-4,94643032;0,74956940
-4,94632632;0,74956940
-4,94622232;0,74956940
-4,94611832;0,74956940
-4,94601432;0,74956940
-4,94591032;0,79632130
-4,94580632;0,74956940
-4,94570232;0,74956940
-4,94559832;0,79632130
-4,94549432;0,74956940
-4,94539032;0,79632130
-4,94528632;0,74956940
-4,94518232;0,79632130
-4,94507832;0,74956940
-4,94497432;0,74956940
-4,94487032;0,74956940
-4,94476632;0,74956940
-4,94466232;0,79632130
-4,94455832;0,74956940
-4,94445432;0,74956940
-4,94435032;0,74956940
-4,94424632;0,74956940
-4,94414232;0,79632130
-4,94403832;0,74956940
-4,94393432;0,74956940
-4,94383032;0,74956940
-4,94372632;0,74956940
-4,94362232;0,74956940
-4,94351832;0,74956940
-4,94341432;0,74956940
-4,94331032;0,79632130
-4,94320632;0,74956940
-4,94310232;0,74956940
-4,94299832;0,74956940
-4,94289432;0,74956940
-4,94279032;0,74956940
-4,94268632;0,74956940
-4,94258232;0,74956940
-4,94247832;0,74956940
-4,94237432;0,74956940
-4,94227032;0,74956940
-4,94216632;0,74956940
-4,94206232;0,74956940
-4,94195832;0,79632130
-4,94185432;0,74956940
-4,94175032;0,74956940
-4,94164632;0,74956940
-4,94154232;0,74956940
-4,94143832;0,74956940
-4,94133432;0,79632130
-4,94123032;0,74956940
-4,94112632;0,79632130
-4,94102232;0,74956940
-4,94091832;0,74956940
-4,94081432;0,74956940
-4,94071032;0,74956940
-4,94060632;0,74956940
-4,94050232;0,79632130
-4,94039832;0,74956940
-4,94029432;0,74956940
-4,94019032;0,74956940
-4,94008632;0,74956940
-4,93998232;0,74956940
-4,93987832;0,74956940
-4,93977432;0,74956940
-4,93967032;0,74956940
-4,93956632;0,74956940
-4,93946232;0,74956940
-4,93935832;0,74956940
-4,93925432;0,79632130
-4,93915032;0,74956940
-4,93904632;0,74956940
-4,93894232;0,74956940
-4,93883832;0,74956940
-4,93873432;0,74956940
-4,93863032;0,74956940
-4,93852632;0,74956940
-4,93842232;0,74956940
-4,93831832;0,74956940
-4,93821432;0,79632130
-4,93811032;0,79632130
-4,93800632;0,74956940
-4,93790232;0,74956940
-4,93779832;0,74956940
-4,93769432;0,74956940
-4,93759032;0,74956940
-4,93748632;0,74956940
-4,93738232;0,74956940
-4,93727832;0,74956940
-4,93717432;0,74956940
-4,93707032;0,74956940
-4,93696632;0,74956940
-4,93686232;0,79632130
-4,93675832;0,74956940
-4,93665432;0,74956940
-4,93655032;0,74956940
-4,93644632;0,74956940
-4,93634232;0,74956940
-4,93623832;0,74956940
-4,93613432;0,74956940
-4,93603032;0,74956940
-4,93592632;0,74956940
-4,93582232;0,74956940
-4,93571832;0,74956940
-4,93561432;0,74956940
-4,93551032;0,74956940
-4,93540632;0,79632130
-4,93530232;0,74956940
-4,93519832;0,79632130
-4,93509432;0,74956940
-4,93499032;0,74956940
-4,93488632;0,74956940
-4,93478232;0,74956940
-4,93467832;0,74956940
-4,93457432;0,74956940
-4,93447032;0,79632130
-4,93436632;0,74956940
-4,93426232;0,79632130
-4,93415832;0,79632130
-4,93405432;0,74956940
-4,93395032;0,74956940
-4,93384632;0,74956940
-4,93374232;0,74956940
-4,93363832;0,74956940
-4,93353432;0,74956940
-4,93343032;0,74956940
-4,93332632;0,74956940
-4,93322232;0,79632130
-4,93311832;0,74956940
-4,93301432;0,74956940
-4,93291032;0,74956940
-4,93280632;0,74956940
-4,93270232;0,74956940
-4,93259832;0,79632130
-4,93249432;0,74956940
-4,93239032;0,74956940
-4,93228632;0,74956940
-4,93218232;0,74956940
-4,93207832;0,74956940
-4,93197432;0,74956940
-4,93187032;0,74956940
-4,93176632;0,79632130
-4,93166232;0,74956940
-4,93155832;0,74956940
-4,93145432;0,79632130
-4,93135032;0,74956940
-4,93124632;0,74956940
-4,93114232;0,74956940
-4,93103832;0,74956940
-4,93093432;0,74956940
-4,93083032;0,74956940
-4,93072632;0,74956940
-4,93062232;0,74956940
-4,93051832;0,74956940
-4,93041432;0,74956940
-4,93031032;0,74956940
-4,93020632;0,79632130
-4,93010232;0,79632130
-4,92999832;0,74956940
-4,92989432;0,74956940
-4,92979032;0,74956940
-4,92968632;0,74956940
-4,92958232;0,74956940
-4,92947832;0,74956940
-4,92937432;0,79632130
-4,92927032;0,74956940
-4,92916632;0,74956940
-4,92906232;0,74956940
-4,92895832;0,74956940
-4,92885432;0,74956940
-4,92875032;0,74956940
-4,92864632;0,74956940
-4,92854232;0,74956940
-4,92843832;0,74956940
-4,92833432;0,74956940
-4,92823032;0,74956940
-4,92812632;0,74956940
-4,92802232;0,74956940
-4,92791832;0,79632130
-4,92781432;0,70266360
-4,92771032;0,79632130
-4,92760632;0,74956940
-4,92750232;0,74956940
-4,92739832;0,74956940
-4,92729432;0,74956940
-4,92719032;0,74956940
-4,92708632;0,74956940
-4,92698232;0,74956940
-4,92687832;0,74956940
-4,92677432;0,74956940
-4,92667032;0,74956940
-4,92656632;0,74956940
-4,92646232;0,74956940
-4,92635832;0,79632130
-4,92625432;0,74956940
-4,92615032;0,74956940
-4,92604632;0,74956940
-4,92594232;0,74956940
-4,92583832;0,74956940
-4,92573432;0,74956940
-4,92563032;0,74956940
-4,92552632;0,74956940
-4,92542232;0,74956940
-4,92531832;0,74956940
-4,92521432;0,74956940
-4,92511032;0,74956940
-4,92500632;0,74956940
-4,92490232;0,74956940
-4,92479832;0,74956940
-4,92469432;0,74956940
-4,92459032;0,74956940
-4,92448632;0,74956940
-4,92438232;0,79632130
-4,92427832;0,74956940
-4,92417432;0,74956940
-4,92407032;0,74956940
-4,92396632;0,74956940
-4,92386232;0,74956940
-4,92375832;0,74956940
-4,92365432;0,74956940
-4,92355032;0,74956940
-4,92344632;0,74956940
-4,92334232;0,74956940
-4,92323832;0,74956940
-4,92313432;0,79632130
-4,92303032;0,74956940
-4,92292632;0,74956940
-4,92282232;0,74956940
-4,92271832;0,74956940
-4,92261432;0,74956940
-4,92251032;0,74956940
-4,92240632;0,74956940
-4,92230232;0,74956940
-4,92219832;0,74956940
-4,92209432;0,74956940
-4,92199032;0,74956940
-4,92188632;0,74956940
-4,92178232;0,74956940
-4,92167832;0,74956940
-4,92157432;0,79632130
-4,92147032;0,74956940
-4,92136632;0,74956940
-4,92126232;0,74956940
-4,92115832;0,79632130
-4,92105432;0,79632130
-4,92095032;0,74956940
-4,92084632;0,74956940
-4,92074232;0,74956940
-4,92063832;0,74956940
-4,92053432;0,74956940
-4,92043032;0,74956940
-4,92032632;0,74956940
-4,92022232;0,74956940
-4,92011832;0,74956940
-4,92001432;0,74956940
-4,91991032;0,79632130
-4,91980632;0,74956940
-4,91970232;0,74956940
-4,91959832;0,74956940
-4,91949432;0,74956940
-4,91939032;0,74956940
-4,91928632;0,74956940
-4,91918232;0,74956940
-4,91907832;0,74956940
-4,91897432;0,74956940
-4,91887032;0,74956940
-4,91876632;0,74956940
-4,91866232;0,74956940
-4,91855832;0,74956940
-4,91845432;0,74956940
-4,91835032;0,74956940
-4,91824632;0,74956940
-4,91814232;0,79632130
-4,91803832;0,79632130
-4,91793432;0,74956940
-4,91783032;0,74956940
-4,91772632;0,74956940
-4,91762232;0,74956940
-4,91751832;0,74956940
-4,91741432;0,74956940
-4,91731032;0,79632130
-4,91720632;0,74956940
-4,91710232;0,74956940
-4,91699832;0,74956940
-4,91689432;0,79632130
-4,91679032;0,74956940
-4,91668632;0,74956940
-4,91658232;0,74956940
-4,91647832;0,74956940
-4,91637432;0,79632130
-4,91627032;0,79632130
-4,91616632;0,79632130
-4,91606232;0,74956940
-4,91595832;0,79632130
-4,91585432;0,74956940
-4,91575032;0,74956940
-4,91564632;0,79632130
-4,91554232;0,74956940
-4,91543832;0,74956940
-4,91533432;0,79632130
-4,91523032;0,74956940
-4,91512632;0,74956940
-4,91502232;0,74956940
-4,91491832;0,74956940
-4,91481432;0,79632130
-4,91471032;0,79632130
-4,91460632;0,74956940
-4,91450232;0,74956940
-4,91439832;0,74956940
-4,91429432;0,74956940
-4,91419032;0,74956940
-4,91408632;0,74956940
-4,91398232;0,74956940
-4,91387832;0,79632130
-4,91377432;0,74956940
-4,91367032;0,74956940
-4,91356632;0,74956940
-4,91346232;0,74956940
-4,91335832;0,74956940
-4,91325432;0,79632130
-4,91315032;0,74956940
-4,91304632;0,74956940
-4,91294232;0,74956940
-4,91283832;0,79632130
-4,91273432;0,79632130
-4,91263032;0,74956940
-4,91252632;0,74956940
-4,91242232;0,74956940
-4,91231832;0,74956940
-4,91221432;0,74956940
-4,91211032;0,74956940
-4,91200632;0,74956940
-4,91190232;0,74956940
-4,91179832;0,74956940
-4,91169432;0,74956940
-4,91159032;0,74956940
-4,91148632;0,74956940
-4,91138232;0,74956940
-4,91127832;0,74956940
-4,91117432;0,74956940
-4,91107032;0,74956940
-4,91096632;0,79632130
-4,91086232;0,74956940
-4,91075832;0,74956940
-4,91065432;0,74956940
-4,91055032;0,74956940
-4,91044632;0,74956940
-4,91034232;0,74956940
-4,91023832;0,74956940
-4,91013432;0,74956940
-4,91003032;0,74956940
-4,90992632;0,70266360
-4,90982232;0,74956940
-4,90971832;0,74956940
-4,90961432;0,74956940
-4,90951032;0,74956940
-4,90940632;0,74956940
-4,90930232;0,74956940
-4,90919832;0,74956940
-4,90909432;0,74956940
-4,90899032;0,74956940
-4,90888632;0,74956940
-4,90878232;0,74956940
-4,90867832;0,74956940
-4,90857432;0,74956940
-4,90847032;0,74956940
-4,90836632;0,74956940
-4,90826232;0,74956940
-4,90815832;0,79632130
-4,90805432;0,74956940
-4,90795032;0,74956940
-4,90784632;0,74956940
-4,90774232;0,74956940
-4,90763832;0,74956940
-4,90753432;0,74956940
-4,90743032;0,79632130
-4,90732632;0,74956940
-4,90722232;0,74956940
-4,90711832;0,79632130
-4,90701432;0,74956940
-4,90691032;0,74956940
-4,90680632;0,74956940
-4,90670232;0,74956940
-4,90659832;0,74956940
-4,90649432;0,79632130
-4,90639032;0,74956940
-4,90628632;0,79632130
-4,90618232;0,74956940
-4,90607832;0,79632130
-4,90597432;0,74956940
-4,90587032;0,74956940
-4,90576632;0,74956940
-4,90566232;0,79632130
-4,90555832;0,74956940
-4,90545432;0,74956940
-4,90535032;0,74956940
-4,90524632;0,74956940
-4,90514232;0,79632130
-4,90503832;0,74956940
-4,90493432;0,79632130
-4,90483032;0,74956940
-4,90472632;0,74956940
-4,90462232;0,74956940
-4,90451832;0,74956940
-4,90441432;0,79632130
-4,90431032;0,74956940
-4,90420632;0,74956940
-4,90410232;0,74956940
-4,90399832;0,74956940
-4,90389432;0,79632130
-4,90379032;0,74956940
-4,90368632;0,74956940
-4,90358232;0,74956940
-4,90347832;0,74956940
-4,90337432;0,74956940
-4,90327032;0,74956940
-4,90316632;0,79632130
-4,90306232;0,74956940
-4,90295832;0,79632130
-4,90285432;0,74956940
-4,90275032;0,74956940
-4,90264632;0,79632130
-4,90254232;0,74956940
-4,90243832;0,74956940
-4,90233432;0,74956940
-4,90223032;0,74956940
-4,90212632;0,74956940
-4,90202232;0,74956940
-4,90191832;0,74956940
-4,90181432;0,79632130
-4,90171032;0,74956940
-4,90160632;0,74956940
-4,90150232;0,79632130
-4,90139832;0,74956940
-4,90129432;0,74956940
-4,90119032;0,74956940
-4,90108632;0,79632130
-4,90098232;0,74956940
-4,90087832;0,74956940
-4,90077432;0,79632130
-4,90067032;0,74956940
-4,90056632;0,74956940
-4,90046232;0,74956940
-4,90035832;0,74956940
-4,90025432;0,74956940
-4,90015032;0,74956940
-4,90004632;0,74956940
-4,89994232;0,74956940
-4,89983832;0,74956940
-4,89973432;0,74956940
-4,89963032;0,79632130
-4,89952632;0,74956940
-4,89942232;0,79632130
-4,89931832;0,74956940
-4,89921432;0,74956940
-4,89911032;0,74956940
-4,89900632;0,74956940
-4,89890232;0,74956940
-4,89879832;0,74956940
-4,89869432;0,74956940
-4,89859032;0,74956940
-4,89848632;0,74956940
-4,89838232;0,74956940
-4,89827832;0,74956940
-4,89817432;0,74956940
-4,89807032;0,74956940
-4,89796632;0,79632130
-4,89786232;0,74956940
-4,89775832;0,79632130
-4,89765432;0,74956940
-4,89755032;0,74956940
-4,89744632;0,74956940
-4,89734232;0,74956940
-4,89723832;0,74956940
-4,89713432;0,74956940
-4,89703032;0,74956940
-4,89692632;0,74956940
-4,89682232;0,74956940
-4,89671832;0,74956940
-4,89661432;0,74956940
-4,89651032;0,74956940
-4,89640632;0,74956940
-4,89630232;0,74956940
-4,89619832;0,74956940
-4,89609432;0,74956940
-4,89599032;0,74956940
-4,89588632;0,74956940
-4,89578232;0,74956940
-4,89567832;0,74956940
-4,89557432;0,74956940
-4,89547032;0,74956940
-4,89536632;0,74956940
-4,89526232;0,74956940
-4,89515832;0,74956940
-4,89505432;0,79632130
-4,89495032;0,74956940
-4,89484632;0,74956940
-4,89474232;0,74956940
-4,89463832;0,74956940
-4,89453432;0,74956940
-4,89443032;0,74956940
-4,89432632;0,74956940
-4,89422232;0,79632130
-4,89411832;0,79632130
-4,89401432;0,74956940
-4,89391032;0,74956940
-4,89380632;0,74956940
-4,89370232;0,79632130
-4,89359832;0,74956940
-4,89349432;0,74956940
-4,89339032;0,74956940
-4,89328632;0,74956940
-4,89318232;0,74956940
-4,89307832;0,74956940
-4,89297432;0,74956940
-4,89287032;0,74956940
-4,89276632;0,74956940
-4,89266232;0,74956940
-4,89255832;0,74956940
-4,89245432;0,74956940
-4,89235032;0,74956940
-4,89224632;0,74956940
-4,89214232;0,79632130
-4,89203832;0,79632130
-4,89193432;0,74956940
-4,89183032;0,74956940
-4,89172632;0,74956940
-4,89162232;0,74956940
-4,89151832;0,74956940
-4,89141432;0,74956940
-4,89131032;0,74956940
-4,89120632;0,74956940
-4,89110232;0,74956940
-4,89099832;0,74956940
-4,89089432;0,74956940
-4,89079032;0,79632130
-4,89068632;0,74956940
-4,89058232;0,74956940
-4,89047832;0,74956940
-4,89037432;0,74956940
-4,89027032;0,74956940
-4,89016632;0,74956940
-4,89006232;0,74956940
-4,88995832;0,74956940
-4,88985432;0,74956940
-4,88975032;0,74956940
-4,88964632;0,74956940
-4,88954232;0,74956940
-4,88943832;0,74956940
-4,88933432;0,74956940
-4,88923032;0,74956940
-4,88912632;0,79632130
-4,88902232;0,70266360
-4,88891832;0,74956940
-4,88881432;0,74956940
-4,88871032;0,74956940
-4,88860632;0,74956940
